TF	Ligand(Target)	Receptor	Source
636	AR	EFNB2	EPHB4	CellTalk
637	AR	EFNB2	RHBDL2	CellTalk
638	AR	EFNB2	EPHA3	CellTalk
639	AR	EFNB2	EPHB1	CellTalk
640	AR	EFNB2	EPHB3	CellTalk
641	AR	EFNB2	GRM5	CellTalk
642	AR	EFNB2	EPHB2	CellTalk
643	AR	EFNB2	EPHA4	CellTalk
644	AR	EFNB2	EPHA6	CellTalk
645	AR	EFNB2	GRM1	CellTalk
646	AR	RGMB	HJV	CellTalk
647	AR	RGMB	BMPR2	CellTalk
648	AR	RGMB	NEO1	CellTalk
649	AR	RGMB	BMPR1B	CellTalk
650	AR	SEMA6D	TREM2	CellTalk
651	AR	SEMA6D	PLXNA1	CellTalk
652	AR	SEMA6D	TYROBP	CellTalk
653	AR	SEMA6D	KDR	CellTalk
654	AR	NTF3	NTRK1	CellTalk
655	AR	NTF3	NGFR	CellTalk
656	AR	NTF3	NTRK2	CellTalk
657	AR	NTF3	NTRK3	CellTalk
658	AR	WNT9B	LRP6	CellTalk
659	AR	RSPO2	LGR6	CellTalk
660	AR	RSPO2	LGR4	CellTalk
661	AR	RSPO2	ZNRF3	CellTalk
662	AR	RSPO2	LGR5	CellTalk
663	AR	CNTFR	LIFR	CellChat
664	AR	THPO	MPL	CellTalk
665	AR	PENK	OPRM1	CellTalk
666	AR	PENK	GRM7	CellTalk
667	AR	PENK	OPRD1	CellTalk
668	AR	PENK	OPRK1	CellTalk
669	AR	PENK	ADRA2A	CellTalk
670	AR	PENK	OGFR	CellTalk
671	AR	PENK	MTNR1A	CellTalk
672	AR	PENK	MRGPRX1	CellTalk
673	AR	LAMA5	SDC1	CellTalk
674	AR	LAMA5	ITGA6	CellTalk
675	AR	LAMA5	BCAM	CellTalk
676	AR	LAMA5	ITGB1	CellTalk
677	AR	LAMA5	ITGA2	CellTalk
678	AR	LAMA5	ITGA3	CellTalk
679	AR	LAMA5	ITGB4	CellTalk
680	AR	LAMA2	ITGA7	CellTalk
681	AR	LAMA2	ITGA3	CellTalk
682	AR	LAMA2	ITGB4	CellTalk
683	AR	LAMA2	ITGA1	CellTalk
684	AR	LAMA2	ITGA2	CellTalk
685	AR	LAMA2	RPSA	CellTalk
686	AR	LAMA2	ITGB1	CellTalk
687	AR	LAMA2	ITGA6	CellTalk
688	AR	SEMA3A	PLXNA4	CellTalk
689	AR	SEMA3A	PLXNA3	CellTalk
690	AR	SEMA3A	PLXNA1	CellTalk
691	AR	SEMA3A	NRP1	CellTalk
692	AR	SEMA3A	PLXNA2	CellTalk
693	AR	SEMA3A	NRP2	CellTalk
694	AR	KITLG	KIT	CellTalk
695	AR	KITLG	EPOR	CellTalk
696	AR	VCAN	ITGA4	CellTalk
697	AR	VCAN	CD44	CellTalk
698	AR	VCAN	EGFR	CellTalk
699	AR	VCAN	ITGB1	CellTalk
700	AR	VCAN	TLR1	CellTalk
701	AR	VCAN	SELL	CellTalk
702	AR	VCAN	TLR2	CellTalk
703	AR	VCAN	SELP	CellTalk
704	AR	SEMA3D	PLXND1	CellTalk
705	AR	SEMA3D	NRP1	CellTalk
706	AR	AREG	ERBB3	CellTalk
707	AR	AREG	EGFR	CellTalk
708	AR	WIF1	RYK	CellTalk
709	AR	TNFSF11	TNFRSF11A	CellTalk
710	AR	TNFSF11	TNFRSF11B	CellTalk
711	AR	TNFSF11	LGR4	CellTalk
712	AR	MMP7	CD44	CellTalk
713	AR	MMP7	SDC1	CellTalk
714	AR	MMP7	CD151	CellTalk
715	AR	MMP7	ERBB4	CellTalk
716	AR	PTN	SDC1	CellTalk
717	AR	PTN	SDC3	CellTalk
718	AR	PTN	PTPRZ1	CellTalk
719	AR	PTN	PTPRS	CellTalk
720	AR	PTN	ALK	CellTalk
721	AR	PTN	PTPRB	CellTalk
722	AR	RIMS1	SLC17A7	CellTalk
723	AR	RIMS1	CACNA1C	CellTalk
724	AR	RIMS1	SLC18A2	CellTalk
725	AR	RIMS1	SLC18A3	CellTalk
726	AR	NPPC	NPR3	CellTalk
727	AR	NPPC	NPR2	CellTalk
728	AR	NPPC	NPR1	CellTalk
729	AR	CD70	TNFRSF13B	CellTalk
730	AR	CD70	CD27	CellTalk
731	AR	CD70	TNFRSF17	CellTalk
732	AR	OXT	AVPR2	CellTalk
733	AR	OXT	AVPR1B	CellTalk
734	AR	OXT	AVPR1A	CellTalk
735	AR	OXT	OXTR	CellTalk
736	AR	WNT2	FZD1	CellTalk
737	AR	WNT2	FZD4	CellTalk
738	AR	WNT2	FZD9	CellTalk
739	AR	WNT2	FZD7	CellTalk
740	AR	WNT2	FZD3	CellTalk
741	AR	WNT2	FZD8	CellTalk
742	AR	WNT2	FZD5	CellTalk
743	AR	WNT2	FZD2	CellTalk
744	AR	WNT2	LRP6	CellTalk
745	AR	IL6R	IL6ST	CellChat
746	AR	TNFSF13B	TNFRSF17	CellTalk
747	AR	TNFSF13B	TNFRSF13B	CellTalk
748	AR	TNFSF13B	TNFRSF13C	CellTalk
749	AR	TNFSF13B	TFRC	CellTalk
750	AR	TNFSF13B	CD40	CellTalk
751	AR	LAMA4	ITGA6	CellTalk
752	AR	LAMA4	ITGAV	CellTalk
753	AR	LAMA4	ITGB1	CellTalk
754	AR	LAMA4	ITGA3	CellTalk
755	AR	GIP	ADCYAP1R1	CellTalk
756	AR	GIP	GIPR	CellTalk
757	AR	GIP	DPP4	CellTalk
758	AR	GIP	TSHR	CellTalk
759	AR	GIP	GPR20	CellTalk
760	AR	GIP	GPR84	CellTalk
761	AR	GIP	RAMP3	CellTalk
762	AR	GIP	RAMP2	CellTalk
763	AR	GIP	INSR	CellTalk
764	AR	GIP	ADRB2	CellTalk
765	AR	GIP	PTH1R	CellTalk
766	AR	GIP	VIPR1	CellTalk
767	AR	GIP	ADRB3	CellTalk
768	AR	PDYN	OPRD1	CellTalk
769	AR	PDYN	OPRK1	CellTalk
770	AR	PDYN	ADRA2A	CellTalk
771	AR	PDYN	MTNR1A	CellTalk
772	AR	PDYN	GRM7	CellTalk
773	AR	PDYN	OPRM1	CellTalk
774	AR	AGTRAP	RACK1	CellTalk
775	AR	THBS2	ITGA4	CellTalk
776	AR	THBS2	ITGB1	CellTalk
777	AR	THBS2	ITGB3	CellTalk
778	AR	THBS2	NOTCH4	CellTalk
779	AR	THBS2	ITGA6	CellTalk
780	AR	THBS2	CD36	CellTalk
781	AR	THBS2	NOTCH3	CellTalk
782	AR	THBS2	CD47	CellTalk
783	AR	NXPH3	NRXN1	CellTalk
784	AR	NXPH3	NRXN3	CellTalk
785	AR	NXPH3	NRXN2	CellTalk
786	AR	PLTP	ABCA1	CellTalk
787	AR	TAC4	TACR2	CellTalk
788	AR	TAC4	TACR3	CellTalk
789	AR	TAC4	TACR1	CellTalk
790	AR	FAM3C	GLRA2	CellTalk
791	AR	FAM3C	LAMP1	CellTalk
792	AR	TFPI	VLDLR	CellTalk
793	AR	TFPI	LRP1	CellTalk
794	AR	TFPI	SDC4	CellTalk
795	AR	TFPI	F3	CellTalk
796	AR	FGF17	FGFR2	CellTalk
797	AR	FGF17	FGFR1	CellTalk
798	AR	FGF17	FGFR4	CellTalk
799	AR	FGF17	FGFR3	CellTalk
800	AR	EDN1	EDNRA	CellTalk
801	AR	EDN1	KEL	CellTalk
802	AR	EDN1	ADGRL4	CellTalk
803	AR	EDN1	EDNRB	CellTalk
804	AR	NID2	COL13A1	CellTalk
805	AR	FGF1	TGFBR3	CellTalk
806	AR	FGF1	NRP1	CellTalk
807	AR	FGF1	EGFR	CellTalk
808	AR	FGF1	FGFR4	CellTalk
809	AR	FGF1	FGFR3	CellTalk
810	AR	FGF1	FGFRL1	CellTalk
811	AR	FGF1	FGFR1	CellTalk
812	AR	FGF1	CD44	CellTalk
813	AR	FGF1	FGFR2	CellTalk
814	AR	ITGB3BP	ITGB3	CellTalk
815	AR	ITGB3BP	ITGB5	CellTalk
816	AR	LIPH	LPAR1	CellTalk
817	AR	LIPH	LPAR4	CellTalk
818	AR	LIPH	LPAR2	CellTalk
819	AR	DSCAM	DCC	CellTalk
820	AR	NRTN	RET	CellTalk
821	AR	NRTN	GFRA2	CellTalk
822	AR	NRTN	GFRA1	CellTalk
823	AR	NRTN	GFRA3	CellTalk
824	AR	COL5A1	ITGB1	CellTalk
825	AR	COL5A1	ITGA1	CellTalk
826	AR	COL5A1	SDC3	CellTalk
827	AR	KLK3	EPOR	CellTalk
828	AR	MEGF10	ABCA1	CellTalk
829	AR	MTMR4	SMAD3	CellTalk
830	AR	FZD5	LRP5	CellChat
831	AR	FZD5	LRP6	CellChat
832	AR	HSPA4	TLR4	CellTalk
833	AR	FN1	ITGA4	CellTalk
834	AR	FN1	ITGB3	CellTalk
835	AR	FN1	C5AR1	CellTalk
836	AR	FN1	ITGA6	CellTalk
837	AR	FN1	ITGA8	CellTalk
838	AR	FN1	DPP4	CellTalk
839	AR	FN1	CD44	CellTalk
840	AR	FN1	ITGB1	CellTalk
841	AR	FN1	TMPRSS6	CellTalk
842	AR	FN1	COL13A1	CellTalk
843	AR	FN1	TSHR	CellTalk
844	AR	FN1	MAG	CellTalk
845	AR	FN1	ITGA3	CellTalk
846	AR	FN1	CD79A	CellTalk
847	AR	FN1	ITGB8	CellTalk
848	AR	FN1	NT5E	CellTalk
849	AR	FN1	ITGAV	CellTalk
850	AR	FN1	FLT4	CellTalk
851	AR	FN1	ITGA2B	CellTalk
852	AR	FN1	ITGA9	CellTalk
853	AR	FN1	ITGB7	CellTalk
854	AR	FN1	ITGB6	CellTalk
855	AR	FN1	ITGA5	CellTalk
856	AR	FN1	IL17RC	CellTalk
857	AR	FN1	ITGA2	CellTalk
858	AR	FN1	TNFRSF11B	CellTalk
859	AR	FN1	ROBO4	CellTalk
860	AR	FN1	SDC2	CellTalk
861	AR	FN1	PLAUR	CellTalk
862	AR	ITGB1	ITGA1	CellChat
863	AR	PTCH1	SMO	CellChat
864	AR	FYN	SPN	CellTalk
865	AR	FYN	THY1	CellTalk
866	AR	RTN4	TNFRSF19	CellTalk
867	AR	RTN4	GJB2	CellTalk
868	AR	RTN4	LINGO1	CellTalk
869	AR	RTN4	RTN4R	CellTalk
870	AR	RTN4	NGFR	CellTalk
871	AR	RTN4	CNTNAP1	CellTalk
872	AR	RTN4	RTN4RL1	CellTalk
873	AR	CALM1	KCNQ3	CellTalk
874	AR	CALM1	GRM3	CellTalk
875	AR	CALM1	CALCR	CellTalk
876	AR	CALM1	GRM4	CellTalk
877	AR	CALM1	CRHR1	CellTalk
878	AR	CALM1	GRM7	CellTalk
879	AR	CALM1	MYLK	CellTalk
880	AR	CALM1	PDE1A	CellTalk
881	AR	CALM1	HMMR	CellTalk
882	AR	CALM1	ADCYAP1R1	CellTalk
883	AR	CALM1	OPRM1	CellTalk
884	AR	CALM1	RYR2	CellTalk
885	AR	CALM1	GLP1R	CellTalk
886	AR	CALM1	PDE1C	CellTalk
887	AR	CALM1	TRPC3	CellTalk
888	AR	CALM1	SCN10A	CellTalk
889	AR	CALM1	AQP6	CellTalk
890	AR	CALM1	PTPRA	CellTalk
891	AR	CALM1	MYLK2	CellTalk
892	AR	CALM1	SCN4A	CellTalk
893	AR	CALM1	SCTR	CellTalk
894	AR	CALM1	KCNQ1	CellTalk
895	AR	CALM1	SELL	CellTalk
896	AR	CALM1	PDE1B	CellTalk
897	AR	CALM1	MIP	CellTalk
898	AR	CALM1	GLP2R	CellTalk
899	AR	CALM1	TRPC5	CellTalk
900	AR	CALM1	KCNN4	CellTalk
901	AR	CALM1	CACNA1C	CellTalk
902	AR	CALM1	PTH2R	CellTalk
903	AR	CALM1	EGFR	CellTalk
904	AR	CALM1	HTR2C	CellTalk
905	AR	CALM1	ADCY8	CellTalk
906	AR	CALM1	INSR	CellTalk
907	AR	CALM1	GRM5	CellTalk
908	AR	CALM1	GP6	CellTalk
909	AR	CALM1	AQP1	CellTalk
910	AR	CALM1	VIPR1	CellTalk
911	AR	CALM1	CNGA2	CellTalk
912	AR	CALM1	KCNQ5	CellTalk
913	AR	CALM1	FAS	CellTalk
914	AR	CALM2	KCNQ3	CellTalk
915	AR	CALM2	EGFR	CellTalk
916	AR	CALM2	KCNQ5	CellTalk
917	AR	CALM2	GRM7	CellTalk
918	AR	CALM2	MYLK	CellTalk
919	AR	CALM2	PDE1A	CellTalk
920	AR	CALM2	INSR	CellTalk
921	AR	CALM2	ADCY8	CellTalk
922	AR	CALM2	PDE1C	CellTalk
923	AR	CALM2	GP6	CellTalk
924	AR	CALM2	SCN10A	CellTalk
925	AR	CALM2	PLPP6	CellTalk
926	AR	CALM2	AQP6	CellTalk
927	AR	CALM2	GRM5	CellTalk
928	AR	CALM2	MYLK2	CellTalk
929	AR	CALM2	AQP1	CellTalk
930	AR	CALM2	SCN4A	CellTalk
931	AR	CALM2	KCNQ1	CellTalk
932	AR	CALM2	SELL	CellTalk
933	AR	CALM2	PDE1B	CellTalk
934	AR	CALM2	TRPC5	CellTalk
935	AR	CALM2	CACNA1C	CellTalk
936	AR	GNAI2	LPAR3	CellTalk
937	AR	GNAI2	S1PR5	CellTalk
938	AR	GNAI2	EDNRA	CellTalk
939	AR	GNAI2	ADORA1	CellTalk
940	AR	GNAI2	C5AR1	CellTalk
941	AR	GNAI2	ADRA2B	CellTalk
942	AR	GNAI2	F2R	CellTalk
943	AR	GNAI2	FPR1	CellTalk
944	AR	GNAI2	S1PR3	CellTalk
945	AR	GNAI2	OPRM1	CellTalk
946	AR	GNAI2	UNC5B	CellTalk
947	AR	GNAI2	CAV1	CellTalk
948	AR	GNAI2	PTPRU	CellTalk
949	AR	GNAI2	TBXA2R	CellTalk
950	AR	GNAI2	CXCR3	CellTalk
951	AR	GNAI2	EDNRB	CellTalk
952	AR	GNAI2	CXCR2	CellTalk
953	AR	GNAI2	DRD2	CellTalk
954	AR	GNAI2	ADCY7	CellTalk
955	AR	GNAI2	TSHR	CellTalk
956	AR	GNAI2	AGTR2	CellTalk
957	AR	GNAI2	CNR1	CellTalk
958	AR	GNAI2	OPRD1	CellTalk
959	AR	GNAI2	S1PR4	CellTalk
960	AR	GNAI2	MTNR1B	CellTalk
961	AR	GNAI2	IGF1R	CellTalk
962	AR	GNAI2	EGFR	CellTalk
963	AR	GNAI2	ADRA2A	CellTalk
964	AR	GNAI2	ADCY8	CellTalk
965	AR	GNAI2	CCR5	CellTalk
966	AR	GNAI2	ADCY9	CellTalk
967	AR	GNAI2	LHCGR	CellTalk
968	AR	GNAI2	CXCR1	CellTalk
969	AR	GNAI2	ADCY1	CellTalk
970	AR	GNAI2	MTNR1A	CellTalk
971	AR	GNAI2	S1PR1	CellTalk
972	AR	GNAI2	CHRM1	CellTalk
973	AR	GNAI2	P2RY12	CellTalk
974	AR	VCL	ITGB5	CellTalk
975	AR	VCL	ALK	CellTalk
976	AR	LIFR	IL6ST	CellChat
977	AR	BMPR1A	ACVR2A	CellChat
978	AR	BMPR1A	ACVR2B	CellChat
979	AR	BMPR1A	BMPR2	CellChat
980	AR	CCL4	CCR5	CellTalk
981	AR	CCL4	CCR1	CellTalk
982	AR	CCL4	CCR8	CellTalk
983	AR	CCL4	CNR2	CellTalk
984	AR	CCL4	ACKR2	CellTalk
985	AR	CCL4	CCR3	CellTalk
986	AR	QDPR	DYSF	CellTalk
987	AR	ADAM15	ITGB1	CellTalk
988	AR	ADAM15	ITGB3	CellTalk
989	AR	ADAM15	ITGAV	CellTalk
990	AR	ADAM15	ITGA9	CellTalk
991	AR	ADAM15	ITGA5	CellTalk
992	AR	INHBC	ACVR2B	CellTalk
993	AR	INHBC	ACVR1B	CellTalk
994	AR	INHBC	ACVR2A	CellTalk
995	AR	INHBC	ACVR1	CellTalk
996	AR	TLN1	ITGB3	CellTalk
997	AR	TLN1	ITGB5	CellTalk
998	AR	ITGAV	ITGB1	CellChat
999	AR	ITGAV	ITGB3	CellChat
1000	AR	ITGAV	ITGB5	CellChat
1001	AR	ITGAV	ITGB6	CellChat
1002	AR	ITGAV	ITGB8	CellChat
1003	AR	CD55	ADGRE5	CellTalk
1004	AR	CD55	ADGRE2	CellTalk
1005	AR	CD55	CR1	CellTalk
1006	AR	FABP5	RXRA	CellTalk
1007	AR	ACTR2	LDLR	CellTalk
1008	AR	ACTR2	LRP2	CellTalk
1009	AR	ACTR2	ADRB2	CellTalk
1010	AR	GDF9	BMPR1B	CellTalk
1011	AR	GDF9	ACVR2A	CellTalk
1012	AR	GDF9	BMPR1A	CellTalk
1013	AR	GDF9	BMPR2	CellTalk
1014	AR	GDF9	TGFBR1	CellTalk
1015	AR	WNT5B	KLRG2	CellTalk
1016	AR	CCL7	CCR3	CellTalk
1017	AR	CCL7	ACKR2	CellTalk
1018	AR	CCL7	ACKR4	CellTalk
1019	AR	CCL7	CCR2	CellTalk
1020	AR	CCL7	CCR5	CellTalk
1021	AR	CCL7	CCR1	CellTalk
1022	AR	CCL7	CCR10	CellTalk
1023	AR	CCL7	ACKR1	CellTalk
1024	AR	CCL7	CXCR3	CellTalk
1025	AR	COLQ	MUSK	CellTalk
1026	AR	PF4	CXCR3	CellTalk
1027	AR	PF4	FGFR2	CellTalk
1028	AR	PF4	SDC2	CellTalk
1029	AR	PF4	ACKR1	CellTalk
1030	AR	PF4	GRM7	CellTalk
1031	AR	PF4	LDLR	CellTalk
1032	AR	PF4	THBD	CellTalk
1033	AR	PF4	MTNR1A	CellTalk
1034	AR	PF4	PROCR	CellTalk
1035	AR	PF4	LRP1	CellTalk
1036	AR	PF4	ADRA2A	CellTalk
1037	AR	IL1R1	IL1RAP	CellChat
1038	AR	ANGPT1	ITGA5	CellTalk
1039	AR	ANGPT1	TIE1	CellTalk
1040	AR	ANGPT1	TEK	CellTalk
1041	AR	ANGPT1	ITGB1	CellTalk
1042	AR	CD34	SELL	CellTalk
1043	AR	CD34	SELP	CellTalk
1044	AR	IL17RA	IL17RB	CellChat
1045	AR	IL17RA	IL17RC	CellChat
1046	AR	IL17RA	IL17RE	CellChat
1047	AR	ADAM10	GPNMB	CellTalk
1048	AR	ADAM10	TSPAN5	CellTalk
1049	AR	ADAM10	TSPAN15	CellTalk
1050	AR	ADAM10	CD44	CellTalk
1051	AR	ADAM10	TSPAN10	CellTalk
1052	AR	ADAM10	CADM1	CellTalk
1053	AR	ADAM10	TSPAN14	CellTalk
1054	AR	ADAM10	NOTCH1	CellTalk
1055	AR	ADAM10	IL6R	CellTalk
1056	AR	ADAM10	MET	CellTalk
1057	AR	ADAM10	TSPAN17	CellTalk
1058	AR	ADAM10	EPHA3	CellTalk
1059	AR	ADAM10	TREM2	CellTalk
1060	AR	ADAM10	AXL	CellTalk
1061	AR	ADAM10	NRCAM	CellTalk
1062	AR	ADAM10	TSPAN12	CellTalk
1063	AR	ADAM10	NOTCH2	CellTalk
1064	AR	CXCL2	ADRA2A	CellTalk
1065	AR	CXCL2	CXCR1	CellTalk
1066	AR	CXCL2	MTNR1A	CellTalk
1067	AR	CXCL2	XCR1	CellTalk
1068	AR	CXCL2	CXCR2	CellTalk
1069	AR	CXCL2	GRM7	CellTalk
1070	AR	CXCL2	DPP4	CellTalk
1071	AR	DSPP	ITGB1	CellTalk
1072	AR	ITGAE	ITGB7	CellChat
1073	AR	IFNLR1	IL10RB	CellChat
1074	AR	IFNLR1	IL10RB	CellChat
1075	AR	BMP8B	BMPR2	CellTalk
1076	AR	BMP8B	BMPR1B	CellTalk
1077	AR	BMP8B	PLAUR	CellTalk
1078	AR	BMP8B	BMPR1A	CellTalk
1079	AR	APOC2	LDLR	CellTalk
1080	AR	APOC2	LRP1	CellTalk
1081	AR	APOC2	LRP2	CellTalk
1082	AR	APOC4	VLDLR	CellTalk
1083	AR	LCN2	LRP2	CellTalk
1084	AR	SST	SSTR5	CellTalk
1085	AR	SST	SSTR2	CellTalk
1086	AR	SST	MTNR1A	CellTalk
1087	AR	SST	SSTR3	CellTalk
1088	AR	SST	GRM7	CellTalk
1089	AR	SST	SSTR4	CellTalk
1090	AR	SST	SSTR1	CellTalk
1091	AR	SST	ADRA2A	CellTalk
1092	AR	POMC	ADCYAP1R1	CellTalk
1093	AR	POMC	OPRM1	CellTalk
1094	AR	POMC	MC1R	CellTalk
1095	AR	POMC	GPR84	CellTalk
1096	AR	POMC	TSHR	CellTalk
1097	AR	POMC	OPRD1	CellTalk
1098	AR	POMC	RAMP3	CellTalk
1099	AR	POMC	MC3R	CellTalk
1100	AR	POMC	RAMP2	CellTalk
1101	AR	POMC	OPRK1	CellTalk
1102	AR	POMC	ADRA2A	CellTalk
1103	AR	POMC	MC4R	CellTalk
1104	AR	POMC	MTNR1A	CellTalk
1105	AR	POMC	ADRB2	CellTalk
1106	AR	POMC	MC5R	CellTalk
1107	AR	POMC	PTH1R	CellTalk
1108	AR	POMC	VIPR1	CellTalk
1109	AR	POMC	MC2R	CellTalk
1110	AR	POMC	ADRB3	CellTalk
1111	AR	POMC	GRM7	CellTalk
1112	AR	POMC	GPR20	CellTalk
1113	AR	NRG2	ERBB3	CellTalk
1114	AR	NRG2	ERBB2	CellTalk
1115	AR	NRG2	ERBB4	CellTalk
1116	AR	FGF14	FGFR2	CellTalk
1117	AR	FGF14	FGFR1	CellTalk
1118	AR	FGF14	FGFR4	CellTalk
1119	AR	FGF14	FGFR3	CellTalk
1120	AR	COL8A1	ITGA1	CellTalk
1121	AR	COL8A1	ITGA2	CellTalk
1122	AR	IFNG	IFNGR2	CellTalk
1123	AR	IFNG	IFNGR1	CellTalk
1124	AR	RPH3A	NRXN1	CellTalk
1125	AR	RIMS2	ABCA1	CellTalk
1126	AR	LEP	LEPR	CellTalk
1127	AR	LEP	LRP2	CellTalk
1128	AR	CPAMD8	SCTR	CellTalk
1129	AR	CCL27	CCR10	CellTalk
1130	AR	CCL27	ADRA2A	CellTalk
1131	AR	CCL27	GRM7	CellTalk
1132	AR	CCL27	ACKR2	CellTalk
1133	AR	CCL27	MTNR1A	CellTalk
1134	AR	IFNA5	IFNAR1	CellTalk
1135	AR	IFNA5	IFNAR2	CellTalk
1136	AR	CXCL5	MTNR1A	CellTalk
1137	AR	CXCL5	ACKR1	CellTalk
1138	AR	CXCL5	CXCR2	CellTalk
1139	AR	CXCL5	GRM7	CellTalk
1140	AR	CXCL5	ADRA2A	CellTalk
1141	AR	CXCL5	CXCR1	CellTalk
1142	AR	CXCL1	ADRA2A	CellTalk
1143	AR	CXCL1	CXCR1	CellTalk
1144	AR	CXCL1	MTNR1A	CellTalk
1145	AR	CXCL1	CXCR2	CellTalk
1146	AR	CXCL1	GRM7	CellTalk
1147	AR	CXCL1	ACKR1	CellTalk
1148	AR	IL1RL2	IL1RAP	CellChat
1149	AR	PTH	ADCYAP1R1	CellTalk
1150	AR	PTH	ADRB2	CellTalk
1151	AR	PTH	GPR84	CellTalk
1152	AR	PTH	PTH1R	CellTalk
1153	AR	PTH	VIPR1	CellTalk
1154	AR	PTH	GPR20	CellTalk
1155	AR	PTH	ADRB3	CellTalk
1156	AR	PTH	TSHR	CellTalk
1157	AR	PTH	RAMP3	CellTalk
1158	AR	PTH	RAMP2	CellTalk
1159	AR	PTH	LRP6	CellTalk
1160	AR	PTH	PTH2R	CellTalk
1161	AR	DSC3	DSG3	CellTalk
1162	AR	DSC3	DSG1	CellTalk
1163	AR	DSC3	DSG2	CellTalk
1164	AR	MBL2	CD93	CellTalk
1165	AR	MBL2	CALCR	CellTalk
1166	AR	APOD	LEPR	CellTalk
1167	AR	IL12RB1	IL12RB2	CellChat
1168	AR	SERPINC1	GPC1	CellTalk
1169	AR	SERPINC1	SDC2	CellTalk
1170	AR	GSTM2	RYR2	CellTalk
1171	AR	IL12B	IL12RB1	CellTalk
1172	AR	IL12B	IL23R	CellTalk
1173	AR	IL12B	IL12RB2	CellTalk
1174	AR	IL12B	IL23A	CellChat
1175	AR	AMELX	LAMP1	CellTalk
1176	AR	RARRES2	GPR1	CellTalk
1177	AR	RARRES2	CMKLR1	CellTalk
1178	AR	RARRES2	CCRL2	CellTalk
1179	AR	DSC2	DSG1	CellTalk
1180	AR	DSC2	DSG2	CellTalk
1181	AR	TNFSF18	TNFRSF18	CellTalk
1182	AR	NGF	NTRK1	CellTalk
1183	AR	NGF	SORCS2	CellTalk
1184	AR	NGF	TRPV1	CellTalk
1185	AR	NGF	MAGED1	CellTalk
1186	AR	NGF	BEX3	CellTalk
1187	AR	NGF	SORCS3	CellTalk
1188	AR	NGF	NGFR	CellTalk
1189	AR	NGF	SORT1	CellTalk
1190	AR	NGF	KIDINS220	CellTalk
1191	AR	ANGPT4	TIE1	CellTalk
1192	AR	ANGPT4	TEK	CellTalk
1193	AR	FLT3LG	FLT3	CellTalk
1194	AR	CCL1	CCR8	CellTalk
1195	AR	PRLH	PRLHR	CellTalk
1196	AR	CAMP	P2RX7	CellTalk
1197	AR	CAMP	FPR2	CellTalk
1198	AR	CAMP	IGF1R	CellTalk
1199	AR	CAMP	EGFR	CellTalk
1200	AR	AZGP1	ITGAV	CellTalk
1201	AR	F9	LRP1	CellTalk
1202	AR	HLA-G	KLRC1	CellTalk
1203	AR	HLA-G	CD4	CellTalk
1204	AR	HLA-G	LILRB1	CellTalk
1205	AR	HLA-G	KIR2DL4	CellTalk
1206	AR	HLA-G	KLRD1	CellTalk
1207	AR	HLA-G	KIR3DL1	CellTalk
1208	AR	HLA-G	LILRB2	CellTalk
1209	AR	FGF6	FGFR2	CellTalk
1210	AR	FGF6	SDC4	CellTalk
1211	AR	FGF6	FGFR4	CellTalk
1212	AR	FGF6	FGFR1	CellTalk
1213	AR	FGF6	FGFR3	CellTalk
1214	AR	CRISP2	CATSPER1	CellTalk
1215	AR	S100A12	TLR4	CellTalk
1216	AR	S100A12	CD36	CellTalk
1217	AR	IFNL3	IL10RB	CellTalk
1218	AR	IFNL3	IFNLR1	CellTalk
1219	AR	LPA	ITGAM	CellTalk
1220	AR	LPA	LPAR3	CellTalk
1221	AR	LPA	ITGB2	CellTalk
1222	AR	LPA	LPAR1	CellTalk
1223	AR	LPA	LPAR4	CellTalk
1224	AR	LPA	LPAR2	CellTalk
1225	AR	LPA	LRP2	CellTalk
1226	AR	LGALS3BP	ITGB1	CellTalk
1227	AR	LGALS3BP	CD33	CellTalk
1228	AR	CD99	PILRA	CellTalk
1229	AR	CD99	CD81	CellTalk
1230	AR	CORT	SSTR3	CellTalk
1231	AR	CORT	GHSR	CellTalk
1232	AR	CORT	SSTR4	CellTalk
1233	AR	CORT	SSTR1	CellTalk
1234	AR	CORT	ADRA2A	CellTalk
1235	AR	CORT	SSTR5	CellTalk
1236	AR	CORT	MTNR1A	CellTalk
1237	AR	CORT	MRGPRX2	CellTalk
1238	AR	CORT	SSTR2	CellTalk
1239	AR	CORT	GRM7	CellTalk
1240	AR	DKK4	LRP6	CellTalk
1241	AR	DKK4	LRP5	CellTalk
1242	AR	ANGPTL1	TEK	CellTalk
1243	AR	F11	GP1BA	CellTalk
1244	AR	MSTN	ACVR2B	CellTalk
1245	AR	IGFL1	IGFLR1	CellTalk
1246	AR	CEACAM6	EGFR	CellTalk
1247	AR	CXCL8	SDC1	CellTalk
1248	AR	CXCL8	SDC3	CellTalk
1249	AR	CXCL8	SDC2	CellTalk
1250	AR	CXCL8	ACKR1	CellTalk
1251	AR	CXCL8	CXCR2	CellTalk
1252	AR	CXCL8	GRM7	CellTalk
1253	AR	CXCL8	CD79A	CellTalk
1254	AR	CXCL8	KDR	CellTalk
1255	AR	CXCL8	ADRA2A	CellTalk
1256	AR	CXCL8	CXCR1	CellTalk
1257	AR	CXCL8	MTNR1A	CellTalk
1258	AR	TAC3	TACR3	CellTalk
1259	AR	TAC3	TACR1	CellTalk
1260	AR	TAC3	TACR2	CellTalk
1261	AR	MEPE	PHEX	CellTalk
